原序号,日期,时间,扭矩,钻压,转速,温度,倾角,方位角,重力和,磁强,磁倾,电压,深度,FPI,UCS,是否标记
1200,2025-04-10,18:10:28,434.00,12153.00,130.00,15.00,59.680,252.590,0.622,49.85,38.540,12.00,4.92,2288273.000,7038727.50,False
1201,2025-04-10,18:10:30,445.00,12545.00,147.00,15.00,64.970,268.870,0.590,50.01,45.660,12.00,4.94,2288273.000,7038727.50,False
1202,2025-04-10,18:10:32,448.00,11978.00,147.00,15.00,67.500,285.630,0.581,50.11,50.950,12.00,4.97,2288273.000,7038727.50,False
1203,2025-04-10,18:10:34,387.00,12321.00,147.00,15.00,71.630,302.250,0.562,50.24,52.500,12.00,4.99,2288273.000,7038727.50,False
1204,2025-04-10,18:10:36,341.00,12428.00,147.00,15.00,77.820,327.120,0.547,50.24,51.190,12.00,5.02,3511356.750,10800933.00,False
1209,2025-04-10,18:10:46,348.00,10152.00,150.00,15.00,86.080,184.300,0.537,49.67,37.170,12.00,5.04,3511356.750,10800933.00,False
1210,2025-04-10,18:10:48,341.00,12240.00,150.00,15.00,89.220,296.820,0.535,49.22,41.890,12.00,5.07,3511356.750,10800933.00,False
1211,2025-04-10,18:10:50,337.00,11541.00,146.00,15.00,83.290,69.720,0.538,49.18,44.230,12.00,5.09,3511356.750,10800933.00,False
1212,2025-04-10,18:10:52,380.00,11705.00,138.00,15.00,77.790,85.980,0.547,49.34,43.470,12.00,5.11,3511356.750,10800933.00,False
1213,2025-04-10,18:10:54,348.00,12247.00,140.00,15.00,71.290,106.360,0.562,49.36,38.550,12.00,5.14,3511356.750,10800933.00,False
1214,2025-04-10,18:10:56,362.00,11900.00,150.00,15.00,65.900,120.420,0.583,49.10,32.420,12.00,5.16,3511356.750,10800933.00,False
1215,2025-04-10,18:10:58,348.00,11387.00,150.00,15.00,62.040,132.330,0.603,49.05,25.430,12.00,5.19,3511356.750,10800933.00,False
1216,2025-04-10,18:11:00,323.00,11700.00,151.00,15.00,61.110,140.040,0.609,49.13,21.330,12.00,5.21,3263738.250,10039259.00,False
1217,2025-04-10,18:11:02,337.00,9854.00,144.00,15.00,62.310,199.550,0.607,48.86,16.180,12.00,5.24,3263738.250,10039259.00,False
1218,2025-04-10,18:11:04,323.00,10513.00,136.00,15.00,65.200,210.140,0.589,49.03,21.050,12.00,5.26,3263738.250,10039259.00,False
1219,2025-04-10,18:11:06,398.00,10573.00,151.00,15.00,70.910,221.390,0.565,48.93,28.440,12.00,5.29,3263738.250,10039259.00,False
1220,2025-04-10,18:11:08,337.00,9994.00,146.00,15.00,76.280,235.630,0.549,48.86,34.960,12.00,5.31,3263738.250,10039259.00,False
1221,2025-04-10,18:11:10,341.00,11005.00,152.00,15.00,81.790,232.410,0.539,48.86,37.120,12.00,5.34,3263738.250,10039259.00,False
1226,2025-04-10,18:11:20,416.00,12191.00,142.00,15.00,56.780,137.110,0.646,50.12,18.800,12.00,5.36,3263738.250,10039259.00,False
1227,2025-04-10,18:11:22,459.00,13199.00,147.00,15.00,69.170,192.630,0.568,49.69,20.670,12.00,5.39,3263738.250,10039259.00,False
1228,2025-04-10,18:11:24,398.00,12964.00,146.00,15.00,68.550,201.480,0.571,49.79,21.230,12.00,5.41,2468787.750,7593991.00,False
1229,2025-04-10,18:11:26,448.00,11791.00,142.00,15.00,77.680,205.860,0.544,49.75,29.910,12.00,5.43,2468787.750,7593991.00,False
1230,2025-04-10,18:11:28,466.00,12643.00,146.00,15.00,81.430,220.760,0.539,49.28,35.070,12.00,5.46,2468787.750,7593991.00,False
1231,2025-04-10,18:11:30,434.00,12700.00,146.00,15.00,88.250,139.670,0.531,49.46,39.770,12.00,5.48,2468787.750,7593991.00,False
1232,2025-04-10,18:11:32,366.00,12536.00,148.00,15.00,82.670,122.000,0.536,49.24,37.780,12.00,5.51,2468787.750,7593991.00,False
1233,2025-04-10,18:11:34,359.00,12764.00,149.00,15.00,78.060,116.730,0.543,48.81,37.250,12.00,5.53,2468787.750,7593991.00,False
1234,2025-04-10,18:11:36,402.00,12944.00,147.00,15.00,72.780,134.730,0.557,49.14,30.240,12.00,5.56,2468787.750,7593991.00,False
1235,2025-04-10,18:11:38,384.00,12185.00,148.00,15.00,66.750,145.230,0.580,49.06,23.430,12.00,5.58,2468787.750,7593991.00,False
1236,2025-04-10,18:11:40,333.00,11608.00,145.00,15.00,56.870,203.080,0.634,48.66,12.190,12.00,5.61,66362928.000,204132368.00,False
1237,2025-04-10,18:11:42,323.00,9137.00,152.00,15.00,59.680,210.400,0.614,49.07,16.560,12.00,5.63,66362928.000,204132368.00,False
1508,2025-04-10,18:20:47,463.00,13507.00,146.00,14.00,57.170,82.240,0.634,49.59,56.210,12.00,5.66,66362928.000,204132368.00,False
1509,2025-04-10,18:20:49,477.00,11832.00,137.00,14.00,58.000,95.160,0.627,49.79,47.260,12.00,5.68,66362928.000,204132368.00,False
1510,2025-04-10,18:20:51,470.00,12576.00,146.00,14.00,79.710,-327.200,0.540,49.98,49.670,12.00,5.70,66362928.000,204132368.00,False
1511,2025-04-10,18:20:53,474.00,13009.00,141.00,14.00,72.960,-316.200,0.556,49.97,56.950,12.00,5.73,66362928.000,204132368.00,False
1516,2025-04-10,18:21:03,384.00,11373.00,144.00,14.00,81.460,291.350,0.535,48.96,45.110,12.00,5.75,66362928.000,204132368.00,False
1517,2025-04-10,18:21:05,420.00,10561.00,146.00,14.00,85.630,166.540,0.529,49.19,37.080,12.00,5.78,66362928.000,204132368.00,False
1518,2025-04-10,18:21:07,412.00,11727.00,141.00,14.00,79.180,175.240,0.538,49.52,30.210,12.00,5.80,16860334.000,51862388.00,False
1519,2025-04-10,18:21:09,434.00,10887.00,133.00,14.00,75.490,179.320,0.545,49.66,26.300,12.00,5.83,16860334.000,51862388.00,False
1520,2025-04-10,18:21:11,427.00,10443.00,141.00,14.00,55.090,230.350,0.647,49.71,22.680,12.00,5.85,16860334.000,51862388.00,False
1521,2025-04-10,18:21:13,380.00,11533.00,150.00,14.00,56.600,241.170,0.636,50.04,30.160,12.00,5.88,16860334.000,51862388.00,False
1522,2025-04-10,18:21:15,463.00,11069.00,141.00,14.00,57.290,251.580,0.631,50.16,37.410,12.00,5.90,16860334.000,51862388.00,False
1523,2025-04-10,18:21:17,420.00,11671.00,150.00,14.00,59.100,261.620,0.618,50.12,43.720,12.00,5.93,16860334.000,51862388.00,False
1524,2025-04-10,18:21:19,445.00,10467.00,147.00,14.00,63.040,283.920,0.595,50.57,52.590,12.00,5.95,16860334.000,51862388.00,False
1582,2025-04-10,18:23:16,377.00,10194.00,147.00,14.00,55.650,277.240,0.648,50.49,55.910,12.00,5.98,16860334.000,51862388.00,False
1583,2025-04-10,18:23:18,369.00,10735.00,152.00,15.00,57.500,287.680,0.626,50.68,59.260,12.00,6.00,4133048.250,12713256.00,True
1584,2025-04-10,18:23:20,441.00,10331.00,148.00,15.00,59.640,310.420,0.612,50.68,64.800,12.00,6.02,4133048.250,12713256.00,False
1585,2025-04-10,18:23:22,491.00,11986.00,152.00,14.00,64.520,-314.600,0.584,50.25,64.980,12.00,6.03,4133048.250,12713256.00,False
1586,2025-04-10,18:23:24,441.00,10596.00,147.00,14.00,68.130,5.170,0.566,50.45,61.870,12.00,6.05,4133048.250,12713256.00,False
1587,2025-04-10,18:23:26,463.00,10960.00,149.00,15.00,72.400,12.240,0.552,50.39,57.430,12.00,6.07,4133048.250,12713256.00,False
1588,2025-04-10,18:23:28,484.00,9995.00,148.00,14.00,58.340,254.750,0.620,50.13,39.490,12.00,6.08,4133048.250,12713256.00,False
1589,2025-04-10,18:23:30,427.00,10240.00,153.00,15.00,56.760,259.220,0.631,50.25,43.020,12.00,6.10,4133048.250,12713256.00,False
1590,2025-04-10,18:23:32,409.00,11028.00,148.00,14.00,54.830,269.420,0.647,50.18,51.790,12.00,6.12,4133048.250,12713256.00,False
1591,2025-04-10,18:23:34,387.00,10930.00,156.00,15.00,54.370,279.710,0.650,50.23,58.940,12.00,6.13,4133048.250,12713256.00,False
1592,2025-04-10,18:23:36,276.00,8071.00,151.00,15.00,54.710,287.550,0.646,50.31,62.610,12.00,6.15,4133048.250,12713256.00,False
1596,2025-04-10,18:23:44,366.00,12880.00,145.00,15.00,55.820,100.120,0.639,49.90,44.380,12.00,6.17,4133048.250,12713256.00,False
1597,2025-04-10,18:23:46,398.00,12042.00,143.00,15.00,57.160,109.250,0.628,50.04,36.820,12.00,6.18,4133048.250,12713256.00,False
1598,2025-04-10,18:23:48,344.00,12861.00,147.00,15.00,85.520,118.960,0.524,49.81,38.470,12.00,6.20,4133048.250,12713256.00,False
1599,2025-04-10,18:23:50,380.00,12252.00,147.00,15.00,86.320,25.630,0.524,49.89,43.750,12.00,6.22,3378904.250,10393509.00,False
1600,2025-04-10,18:23:52,452.00,12349.00,148.00,15.00,76.920,25.260,0.536,49.54,52.830,12.00,6.23,3378904.250,10393509.00,False
1601,2025-04-10,18:23:54,456.00,12844.00,154.00,15.00,70.210,49.720,0.557,49.53,55.580,12.00,6.25,3378904.250,10393509.00,False
1602,2025-04-10,18:23:56,434.00,13293.00,147.00,15.00,65.110,70.000,0.579,49.66,54.120,12.00,6.27,3378904.250,10393509.00,False
1603,2025-04-10,18:23:58,434.00,11809.00,149.00,15.00,59.820,84.720,0.609,49.47,52.020,12.00,6.28,3378904.250,10393509.00,False
1604,2025-04-10,18:24:00,420.00,12702.00,157.00,15.00,57.120,96.490,0.626,49.60,46.500,12.00,6.30,3378904.250,10393509.00,False
1605,2025-04-10,18:24:02,387.00,11931.00,148.00,15.00,55.980,107.210,0.634,49.40,39.390,12.00,6.32,3378904.250,10393509.00,False
1606,2025-04-10,18:24:04,333.00,11952.00,152.00,15.00,54.010,114.960,0.648,49.45,33.520,12.00,6.33,3378904.250,10393509.00,False
1607,2025-04-10,18:24:06,395.00,11781.00,146.00,15.00,74.160,162.760,0.546,49.44,25.820,12.00,6.35,3378904.250,10393509.00,False
1608,2025-04-10,18:24:08,456.00,12047.00,151.00,15.00,80.940,167.520,0.533,49.54,31.860,12.00,6.37,3378904.250,10393509.00,False
1609,2025-04-10,18:24:10,384.00,11357.00,154.00,15.00,83.110,149.290,0.527,49.50,34.910,12.00,6.38,3378904.250,10393509.00,False
1610,2025-04-10,18:24:12,434.00,11293.00,148.00,15.00,82.490,40.060,0.527,49.70,46.440,12.00,6.40,4457287.000,13710615.00,False
1615,2025-04-10,18:24:22,438.00,10929.00,151.00,15.00,53.540,98.000,0.650,49.82,47.640,12.00,6.42,4457287.000,13710615.00,False
1616,2025-04-10,18:24:24,348.00,12653.00,149.00,15.00,55.410,105.160,0.637,49.78,40.730,12.00,6.43,4457287.000,13710615.00,False
1617,2025-04-10,18:24:26,398.00,12136.00,149.00,15.00,87.830,287.860,0.524,49.95,41.040,12.00,6.45,4457287.000,13710615.00,False
1618,2025-04-10,18:24:28,434.00,11090.00,150.00,15.00,79.570,-299.200,0.533,49.69,50.970,12.00,6.47,4457287.000,13710615.00,False
1619,2025-04-10,18:24:30,448.00,12697.00,145.00,15.00,73.860,5.260,0.545,49.76,56.570,12.00,6.48,4457287.000,13710615.00,False
1620,2025-04-10,18:24:32,434.00,10762.00,145.00,15.00,67.410,27.480,0.565,49.34,61.920,12.00,6.50,4457287.000,13710615.00,False
1621,2025-04-10,18:24:34,412.00,10977.00,141.00,15.00,65.010,49.610,0.575,49.77,60.030,12.00,6.52,4457287.000,13710615.00,False
1622,2025-04-10,18:24:36,355.00,10440.00,152.00,15.00,62.050,67.620,0.591,49.72,57.490,12.00,6.53,4457287.000,13710615.00,False
1623,2025-04-10,18:24:38,341.00,10255.00,150.00,15.00,58.250,86.670,0.613,49.80,51.570,12.00,6.55,4457287.000,13710615.00,False
1624,2025-04-10,18:24:40,387.00,10759.00,152.00,15.00,56.450,98.830,0.626,49.78,44.780,12.00,6.57,4457287.000,13710615.00,False
1625,2025-04-10,18:24:42,355.00,10581.00,151.00,15.00,55.260,109.210,0.633,50.07,36.880,12.00,6.58,4457287.000,13710615.00,False
1626,2025-04-10,18:24:44,351.00,11039.00,153.00,15.00,80.680,167.330,0.529,49.93,31.060,12.00,6.60,4502005.500,13848169.00,False
1631,2025-04-10,18:24:54,377.00,11100.00,149.00,15.00,72.870,70.510,0.544,49.93,47.940,12.00,6.62,4502005.500,13848169.00,False
1632,2025-04-10,18:24:56,484.00,10104.00,150.00,15.00,67.890,84.380,0.562,50.20,45.950,12.00,6.63,4502005.500,13848169.00,False
1633,2025-04-10,18:24:58,438.00,10929.00,152.00,15.00,63.790,104.180,0.581,50.06,38.360,12.00,6.65,4502005.500,13848169.00,False
1634,2025-04-10,18:25:00,434.00,11574.00,150.00,15.00,60.240,119.220,0.597,50.05,29.740,12.00,6.67,4502005.500,13848169.00,False
1635,2025-04-10,18:25:02,448.00,11603.00,149.00,15.00,58.060,128.910,0.613,49.75,23.640,11.90,6.68,4502005.500,13848169.00,False
1636,2025-04-10,18:25:04,420.00,10858.00,138.00,15.00,68.650,190.430,0.559,49.72,19.230,12.00,6.70,4502005.500,13848169.00,False
1637,2025-04-10,18:25:06,398.00,12433.00,150.00,15.00,73.760,198.880,0.540,49.73,24.900,11.90,6.72,4502005.500,13848169.00,False
1638,2025-04-10,18:25:08,448.00,11916.00,142.00,15.00,82.430,218.970,0.525,49.77,34.360,11.90,6.73,4502005.500,13848169.00,False
1639,2025-04-10,18:25:10,330.00,11879.00,149.00,15.00,87.390,290.320,0.519,49.70,41.080,12.00,6.75,4502005.500,13848169.00,False
1640,2025-04-10,18:25:12,316.00,12850.00,139.00,15.00,82.350,58.200,0.524,49.94,44.260,11.90,6.77,4502005.500,13848169.00,False
1641,2025-04-10,18:25:14,441.00,10456.00,147.00,15.00,75.410,77.420,0.537,49.99,44.630,12.00,6.78,4502005.500,13848169.00,False
1642,2025-04-10,18:25:16,412.00,12133.00,151.00,15.00,70.000,97.090,0.551,49.55,40.840,12.00,6.80,6057006.500,18631352.00,False
1643,2025-04-10,18:25:18,380.00,12612.00,145.00,15.00,66.730,111.940,0.564,49.49,34.890,11.90,6.82,6057006.500,18631352.00,False
1651,2025-04-10,18:25:34,484.00,13339.00,145.00,15.00,55.030,41.900,0.631,48.80,72.860,11.90,6.83,6057006.500,18631352.00,False
1652,2025-04-10,18:25:36,452.00,12646.00,147.00,15.00,55.930,64.780,0.625,48.84,65.660,12.00,6.85,6057006.500,18631352.00,False
1653,2025-04-10,18:25:38,409.00,13279.00,144.00,15.00,56.440,81.890,0.621,48.99,56.770,12.00,6.87,6057006.500,18631352.00,False
1654,2025-04-10,18:25:40,348.00,13169.00,150.00,15.00,58.790,88.810,0.606,48.71,50.990,12.00,6.88,6057006.500,18631352.00,False
1655,2025-04-10,18:25:42,441.00,13472.00,148.00,15.00,77.790,292.550,0.527,49.06,46.490,12.00,6.90,6057006.500,18631352.00,False
1656,2025-04-10,18:25:44,359.00,14608.00,142.00,15.00,70.650,306.540,0.545,48.76,54.760,12.00,6.92,6057006.500,18631352.00,False
1657,2025-04-10,18:25:46,312.00,15355.00,149.00,15.00,65.310,314.650,0.568,48.66,61.540,12.00,6.93,6057006.500,18631352.00,False
1658,2025-04-10,18:25:48,319.00,15237.00,143.00,15.00,61.770,327.000,0.584,48.83,66.990,11.90,6.95,6057006.500,18631352.00,False
1659,2025-04-10,18:25:50,380.00,13346.00,136.00,15.00,59.470,13.000,0.598,48.73,71.360,11.90,6.97,6057006.500,18631352.00,False
1660,2025-04-10,18:25:52,405.00,12580.00,137.00,15.00,58.100,32.310,0.610,48.76,70.970,11.90,6.98,6057006.500,18631352.00,False
1661,2025-04-10,18:25:54,434.00,13543.00,146.00,15.00,57.090,56.110,0.617,48.92,67.080,11.90,7.00,4000852.000,12306621.00,False
1662,2025-04-10,18:25:56,430.00,13751.00,147.00,15.00,56.960,76.700,0.619,48.87,59.210,11.90,7.02,4000852.000,12306621.00,False
1663,2025-04-10,18:25:58,466.00,13299.00,143.00,15.00,58.720,86.080,0.606,48.83,52.580,11.90,7.03,4000852.000,12306621.00,False
1664,2025-04-10,18:26:00,412.00,13461.00,145.00,15.00,59.150,94.650,0.603,48.94,46.890,11.90,7.05,4000852.000,12306621.00,False
1665,2025-04-10,18:26:02,459.00,13902.00,140.00,15.00,75.370,321.870,0.533,49.15,52.970,11.90,7.07,4000852.000,12306621.00,False
1666,2025-04-10,18:26:04,420.00,14718.00,140.00,15.00,70.340,313.800,0.548,49.04,56.250,11.90,7.08,4000852.000,12306621.00,False
1667,2025-04-10,18:26:06,427.00,14303.00,144.00,15.00,66.150,322.030,0.566,49.32,61.370,11.90,7.10,4000852.000,12306621.00,False
1668,2025-04-10,18:26:08,481.00,13484.00,144.00,15.00,60.860,-315.500,0.591,49.24,69.010,11.90,7.12,4000852.000,12306621.00,False
1669,2025-04-10,18:26:10,420.00,13906.00,140.00,15.00,58.710,20.750,0.603,49.27,71.110,11.90,7.13,4000852.000,12306621.00,False
1670,2025-04-10,18:26:12,448.00,14650.00,135.00,15.00,58.570,30.300,0.602,49.20,70.310,11.90,7.15,4000852.000,12306621.00,False
1671,2025-04-10,18:26:14,456.00,14532.00,144.00,15.00,57.050,61.630,0.617,49.08,65.220,11.90,7.17,4000852.000,12306621.00,False
1672,2025-04-10,18:26:16,330.00,15020.00,143.00,15.00,54.540,82.270,0.636,49.01,58.620,11.90,7.18,4000852.000,12306621.00,False
1673,2025-04-10,18:26:18,276.00,14588.00,143.00,15.00,55.170,95.620,0.631,48.96,48.910,11.90,7.20,5901914.500,18154288.00,False
1674,2025-04-10,18:26:21,276.00,13244.00,148.00,15.00,58.310,101.130,0.610,49.26,42.670,11.90,7.22,5901914.500,18154288.00,False
1675,2025-04-10,18:26:23,301.00,13665.00,146.00,15.00,76.590,-326.700,0.532,48.92,52.870,11.90,7.23,5901914.500,18154288.00,False
1676,2025-04-10,18:26:25,366.00,13224.00,152.00,15.00,67.790,316.940,0.558,49.07,59.250,11.90,7.25,5901914.500,18154288.00,False
1677,2025-04-10,18:26:27,369.00,13626.00,143.00,15.00,63.040,-326.500,0.579,48.90,65.940,11.90,7.27,5901914.500,18154288.00,False
1678,2025-04-10,18:26:29,316.00,13288.00,129.00,15.00,59.580,-306.800,0.599,48.91,71.200,11.90,7.28,5901914.500,18154288.00,False
1679,2025-04-10,18:26:31,341.00,12506.00,141.00,15.00,57.140,15.460,0.616,48.92,73.390,11.90,7.30,5901914.500,18154288.00,False
1680,2025-04-10,18:26:33,391.00,13411.00,140.00,15.00,56.310,35.870,0.623,49.00,72.210,11.90,7.32,5901914.500,18154288.00,False
1681,2025-04-10,18:26:35,441.00,12644.00,144.00,15.00,54.640,66.070,0.635,48.94,66.780,11.90,7.33,5901914.500,18154288.00,False
1688,2025-04-10,18:26:49,402.00,13084.00,145.00,15.00,54.760,286.100,0.633,49.77,61.930,11.90,7.35,5901914.500,18154288.00,False
1689,2025-04-10,18:26:51,359.00,15140.00,150.00,15.00,54.850,307.480,0.632,49.10,70.530,11.90,7.37,5901914.500,18154288.00,False
1690,2025-04-10,18:26:53,344.00,15470.00,146.00,15.00,54.880,319.590,0.631,49.30,72.790,11.90,7.38,5901914.500,18154288.00,False
1691,2025-04-10,18:26:55,319.00,15159.00,146.00,15.00,56.240,22.640,0.622,49.13,73.690,11.90,7.40,18390726.000,56569872.00,False
1692,2025-04-10,18:26:57,366.00,14443.00,118.00,15.00,60.800,32.170,0.594,48.96,68.100,11.90,7.42,18390726.000,56569872.00,False
1693,2025-04-10,18:26:59,337.00,13854.00,140.00,15.00,63.740,48.800,0.577,48.90,62.210,11.90,7.43,18390726.000,56569872.00,False
1694,2025-04-10,18:27:01,326.00,14540.00,147.00,15.00,67.700,282.190,0.558,48.85,50.120,11.90,7.45,18390726.000,56569872.00,False
1695,2025-04-10,18:27:03,247.00,7030.00,150.00,15.00,63.310,274.070,0.580,49.14,49.220,11.90,7.47,18390726.000,56569872.00,False
1780,2025-04-10,18:29:54,326.00,12633.00,154.00,15.00,85.800,322.360,0.518,49.77,43.600,11.90,7.48,18390726.000,56569872.00,False
1781,2025-04-10,18:29:56,337.00,10635.00,152.00,15.00,82.970,232.900,0.520,49.63,36.320,11.90,7.50,18390726.000,56569872.00,True
1782,2025-04-10,18:29:58,290.00,11304.00,150.00,15.00,53.500,238.670,0.646,49.87,27.370,11.90,7.52,18390726.000,56569872.00,False
1783,2025-04-10,18:30:00,323.00,10856.00,152.00,15.00,52.800,244.960,0.651,49.93,32.440,11.90,7.53,18390726.000,56569872.00,False
1784,2025-04-10,18:30:02,330.00,11910.00,151.00,15.00,54.250,251.760,0.640,49.70,38.280,11.90,7.55,18390726.000,56569872.00,False
1785,2025-04-10,18:30:04,344.00,11313.00,155.00,15.00,54.260,261.100,0.640,49.96,45.510,11.90,7.57,18390726.000,56569872.00,False
1786,2025-04-10,18:30:06,319.00,11533.00,154.00,15.00,56.740,268.060,0.619,49.83,49.060,11.90,7.59,18390726.000,56569872.00,False
1787,2025-04-10,18:30:08,316.00,10709.00,152.00,15.00,60.720,284.870,0.591,49.76,55.180,11.90,7.60,4552112.000,14002296.00,False
1788,2025-04-10,18:30:10,305.00,10145.00,155.00,15.00,68.240,307.150,0.557,49.76,55.960,11.90,7.62,4552112.000,14002296.00,False
1789,2025-04-10,18:30:12,305.00,11004.00,156.00,15.00,76.120,317.080,0.532,49.88,50.870,11.90,7.64,4552112.000,14002296.00,False
1790,2025-04-10,18:30:14,344.00,9782.00,153.00,15.00,83.170,322.300,0.520,49.56,45.810,11.90,7.66,4552112.000,14002296.00,False
1791,2025-04-10,18:30:16,326.00,10664.00,155.00,15.00,85.890,224.720,0.519,49.67,37.310,11.90,7.67,4552112.000,14002296.00,False
1792,2025-04-10,18:30:18,387.00,10774.00,157.00,15.00,51.960,239.550,0.661,49.84,27.790,11.90,7.69,4552112.000,14002296.00,False
1793,2025-04-10,18:30:20,337.00,10697.00,155.00,15.00,51.120,244.400,0.668,49.55,32.480,11.90,7.71,4552112.000,14002296.00,False
1798,2025-04-10,18:30:30,477.00,12285.00,150.00,15.00,60.550,-302.100,0.593,49.32,69.910,11.90,7.73,4552112.000,14002296.00,False
1799,2025-04-10,18:30:32,499.00,12352.00,146.00,15.00,62.620,3.630,0.582,50.14,67.080,11.90,7.74,4552112.000,14002296.00,False
1800,2025-04-10,18:30:34,459.00,12886.00,147.00,15.00,66.630,16.360,0.564,49.76,62.900,11.90,7.76,4552112.000,14002296.00,False
1801,2025-04-10,18:30:36,481.00,12593.00,149.00,15.00,61.820,260.070,0.587,49.86,41.210,11.90,7.78,4552112.000,14002296.00,False
1802,2025-04-10,18:30:38,495.00,12591.00,147.00,15.00,56.380,259.750,0.623,49.67,43.540,11.90,7.80,4552112.000,14002296.00,False
1803,2025-04-10,18:30:40,466.00,12627.00,147.00,15.00,53.880,264.490,0.642,49.74,48.700,11.90,7.81,3578633.000,11007875.00,False
1804,2025-04-10,18:30:42,445.00,12811.00,147.00,15.00,51.900,273.970,0.659,49.78,57.980,11.90,7.83,3578633.000,11007875.00,False
1805,2025-04-10,18:30:44,491.00,13892.00,149.00,15.00,51.430,282.110,0.664,49.90,63.710,11.90,7.85,3578633.000,11007875.00,False
1806,2025-04-10,18:30:46,513.00,13381.00,147.00,15.00,51.530,295.660,0.662,49.91,69.950,11.90,7.87,3578633.000,11007875.00,False
1807,2025-04-10,18:30:48,466.00,13909.00,146.00,15.00,52.740,324.070,0.651,50.01,74.990,11.90,7.88,3578633.000,11007875.00,False
1808,2025-04-10,18:30:50,542.00,12719.00,146.00,15.00,54.280,-295.800,0.638,49.96,75.710,11.90,7.90,3578633.000,11007875.00,False
1809,2025-04-10,18:30:52,448.00,14338.00,147.00,15.00,57.930,23.830,0.612,49.47,71.470,11.90,7.92,3578633.000,11007875.00,False
1810,2025-04-10,18:30:54,481.00,12781.00,146.00,15.00,66.330,25.820,0.566,49.65,62.560,11.90,7.94,3578633.000,11007875.00,False
1811,2025-04-10,18:30:56,491.00,13033.00,146.00,15.00,61.600,273.580,0.588,49.68,49.160,11.90,7.95,3578633.000,11007875.00,False
1812,2025-04-10,18:30:58,438.00,13523.00,147.00,15.00,56.900,273.180,0.618,49.63,52.550,11.90,7.97,3578633.000,11007875.00,False
1813,2025-04-10,18:31:00,405.00,12736.00,145.00,15.00,54.230,277.090,0.637,49.63,57.650,11.90,7.99,3578633.000,11007875.00,False
1814,2025-04-10,18:31:02,459.00,12371.00,147.00,15.00,52.340,283.880,0.655,49.83,63.640,11.90,8.01,3896430.750,11985421.00,False
